
neutral, 2016-09-05T10:03:02
positive, 2016-09-05T10:03:03
neutral, 2016-09-05T10:03:03
positive, 2016-09-05T10:03:06
neutral, 2016-09-05T10:03:08
neutral, 2016-09-05T10:03:08
positive, 2016-09-05T10:03:12
positive, 2016-09-05T10:03:14
neutral, 2016-09-05T10:03:14
positive, 2016-09-05T10:03:16
neutral, 2016-09-05T10:03:19
neutral, 2016-09-05T10:03:20
neutral, 2016-09-05T10:03:21
neutral, 2016-09-05T10:03:21
neutral, 2016-09-05T10:03:23
neutral, 2016-09-05T10:03:23
neutral, 2016-09-05T10:03:24
positive, 2016-09-05T10:03:24
positive, 2016-09-05T10:03:25
neutral, 2016-09-05T10:03:25
positive, 2016-09-05T10:03:25
neutral, 2016-09-05T10:03:26
neutral, 2016-09-05T10:03:26
neutral, 2016-09-05T10:03:27
negative, 2016-09-05T10:03:27
neutral, 2016-09-05T10:03:28
neutral, 2016-09-05T10:03:28
neutral, 2016-09-05T10:03:28
neutral, 2016-09-05T10:03:29
negative, 2016-09-05T10:03:29
neutral, 2016-09-05T10:03:31
neutral, 2016-09-05T10:03:37
neutral, 2016-09-05T10:03:44
neutral, 2016-09-05T10:03:48
neutral, 2016-09-05T10:03:50
neutral, 2016-09-05T10:03:54
neutral, 2016-09-05T10:03:58
neutral, 2016-09-05T10:04:01
neutral, 2016-09-05T10:04:09
neutral, 2016-09-05T10:04:09
positive, 2016-09-05T10:04:09
neutral, 2016-09-05T10:04:14
positive, 2016-09-05T10:04:16
positive, 2016-09-05T10:04:18
neutral, 2016-09-05T10:04:21
positive, 2016-09-05T10:04:22
neutral, 2016-09-05T10:04:22
neutral, 2016-09-05T10:04:27
neutral, 2016-09-05T10:04:30
positive, 2016-09-05T10:04:36
neutral, 2016-09-05T10:04:39
positive, 2016-09-05T10:04:40
neutral, 2016-09-05T10:04:42
neutral, 2016-09-05T10:04:42
negative, 2016-09-05T10:04:57
negative, 2016-09-05T10:04:59
neutral, 2016-09-05T10:04:59
neutral, 2016-09-05T10:04:59
neutral, 2016-09-05T10:05:00
neutral, 2016-09-05T10:05:01
neutral, 2016-09-05T10:05:02
neutral, 2016-09-05T10:05:02
neutral, 2016-09-05T10:05:02
negative, 2016-09-05T10:05:03
neutral, 2016-09-05T10:05:07
positive, 2016-09-05T10:05:07
neutral, 2016-09-05T10:05:07
positive, 2016-09-05T10:05:07
neutral, 2016-09-05T10:05:08
neutral, 2016-09-05T10:05:08
neutral, 2016-09-05T10:05:09
neutral, 2016-09-05T10:05:10
negative, 2016-09-05T10:05:22
positive, 2016-09-05T10:05:31
positive, 2016-09-05T10:05:34
neutral, 2016-09-05T10:05:34
positive, 2016-09-05T10:05:35
neutral, 2016-09-05T10:05:36
neutral, 2016-09-05T10:05:36
neutral, 2016-09-05T10:05:44
neutral, 2016-09-05T10:05:46
neutral, 2016-09-05T10:05:46
neutral, 2016-09-05T10:05:47
positive, 2016-09-05T10:05:49
neutral, 2016-09-05T10:05:50
neutral, 2016-09-05T10:05:51
neutral, 2016-09-05T10:05:52
neutral, 2016-09-05T10:05:52
positive, 2016-09-05T10:05:53
positive, 2016-09-05T10:05:53
neutral, 2016-09-05T10:05:53
positive, 2016-09-05T10:05:54
neutral, 2016-09-05T10:05:55
neutral, 2016-09-05T10:05:55
positive, 2016-09-05T10:05:55
neutral, 2016-09-05T10:05:56
neutral, 2016-09-05T10:05:56
neutral, 2016-09-05T10:05:57
neutral, 2016-09-05T10:06:00
neutral, 2016-09-05T10:06:02
positive, 2016-09-05T10:06:03
neutral, 2016-09-05T10:06:05
neutral, 2016-09-05T10:06:05
positive, 2016-09-05T10:06:08
neutral, 2016-09-05T10:06:12
negative, 2016-09-05T10:06:12
neutral, 2016-09-05T10:06:14
negative, 2016-09-05T10:06:14
neutral, 2016-09-05T10:06:17
negative, 2016-09-05T10:06:17
neutral, 2016-09-05T10:06:18
positive, 2016-09-05T10:06:19
neutral, 2016-09-05T10:06:19
negative, 2016-09-05T10:06:19
neutral, 2016-09-05T10:06:21
neutral, 2016-09-05T10:06:21
neutral, 2016-09-05T10:06:23
neutral, 2016-09-05T10:06:24
positive, 2016-09-05T10:06:25
positive, 2016-09-05T10:06:25
neutral, 2016-09-05T10:06:32
neutral, 2016-09-05T10:06:35
neutral, 2016-09-05T10:06:35
positive, 2016-09-05T10:06:36
neutral, 2016-09-05T10:06:38
neutral, 2016-09-05T10:06:39
neutral, 2016-09-05T10:06:41
neutral, 2016-09-05T10:06:43
positive, 2016-09-05T10:06:43
neutral, 2016-09-05T10:06:43
positive, 2016-09-05T10:06:43
neutral, 2016-09-05T10:06:43
neutral, 2016-09-05T10:06:44
positive, 2016-09-05T10:06:46
negative, 2016-09-05T10:06:47
neutral, 2016-09-05T10:06:48
positive, 2016-09-05T10:06:50
neutral, 2016-09-05T10:06:51
neutral, 2016-09-05T10:06:51
neutral, 2016-09-05T10:06:55
neutral, 2016-09-05T10:06:55
positive, 2016-09-05T10:06:56
positive, 2016-09-05T10:07:13
neutral, 2016-09-05T10:07:19
neutral, 2016-09-05T10:07:25
neutral, 2016-09-05T10:07:28
neutral, 2016-09-05T10:07:41
positive, 2016-09-05T10:07:45
neutral, 2016-09-05T10:07:45
neutral, 2016-09-05T10:07:55
neutral, 2016-09-05T10:08:00
negative, 2016-09-05T10:08:03
positive, 2016-09-05T10:08:03
positive, 2016-09-05T10:08:03
neutral, 2016-09-05T10:08:07
neutral, 2016-09-05T10:08:07
neutral, 2016-09-05T10:08:07
neutral, 2016-09-05T10:08:08
neutral, 2016-09-05T10:08:09
positive, 2016-09-05T10:08:11
neutral, 2016-09-05T10:08:12
positive, 2016-09-05T10:08:12
positive, 2016-09-05T10:08:13
positive, 2016-09-05T10:08:13
positive, 2016-09-05T10:08:13
positive, 2016-09-05T10:08:13
neutral, 2016-09-05T10:08:14
neutral, 2016-09-05T10:08:14
neutral, 2016-09-05T10:08:14
positive, 2016-09-05T10:08:15
neutral, 2016-09-05T10:08:15
neutral, 2016-09-05T10:08:15
neutral, 2016-09-05T10:08:16
neutral, 2016-09-05T10:08:17
neutral, 2016-09-05T10:08:18
positive, 2016-09-05T10:08:23
neutral, 2016-09-05T10:08:33
neutral, 2016-09-05T10:08:36
positive, 2016-09-05T10:08:37
positive, 2016-09-05T10:08:37
neutral, 2016-09-05T10:08:39
neutral, 2016-09-05T10:08:42
neutral, 2016-09-05T10:08:51
positive, 2016-09-05T10:08:53
positive, 2016-09-05T10:09:02
neutral, 2016-09-05T10:09:04
neutral, 2016-09-05T10:09:06
neutral, 2016-09-05T10:09:06
negative, 2016-09-05T10:09:08
neutral, 2016-09-05T10:09:14
neutral, 2016-09-05T10:09:15
negative, 2016-09-05T10:09:26
neutral, 2016-09-05T10:09:27
positive, 2016-09-05T10:09:30
positive, 2016-09-05T10:09:30
negative, 2016-09-05T10:09:31
negative, 2016-09-05T10:09:33
neutral, 2016-09-05T10:09:40
neutral, 2016-09-05T10:09:42
positive, 2016-09-05T10:09:44
neutral, 2016-09-05T10:09:50
positive, 2016-09-05T10:10:01
positive, 2016-09-05T10:10:03
positive, 2016-09-05T10:10:10
neutral, 2016-09-05T10:10:10
neutral, 2016-09-05T10:10:12
positive, 2016-09-05T10:10:15
positive, 2016-09-05T10:10:15
neutral, 2016-09-05T10:10:19
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
positive, 2016-09-05T10:10:21
negative, 2016-09-05T10:10:25
neutral, 2016-09-05T10:10:26
