
neutral, 2016-09-01T17:44:08
neutral, 2016-09-01T17:44:08
neutral, 2016-09-01T17:44:09
neutral, 2016-09-01T17:44:17
neutral, 2016-09-01T17:44:20
positive, 2016-09-01T17:44:53
neutral, 2016-09-01T17:44:56
positive, 2016-09-01T17:45:01
neutral, 2016-09-01T17:45:01
neutral, 2016-09-01T17:45:01
neutral, 2016-09-01T17:45:02
neutral, 2016-09-01T17:45:02
neutral, 2016-09-01T17:45:03
neutral, 2016-09-01T17:45:05
neutral, 2016-09-01T17:45:07
neutral, 2016-09-01T17:45:07
neutral, 2016-09-01T17:45:07
neutral, 2016-09-01T17:45:10
positive, 2016-09-01T17:45:10
neutral, 2016-09-01T17:45:11
neutral, 2016-09-01T17:45:14
neutral, 2016-09-01T17:45:14
neutral, 2016-09-01T17:45:16
neutral, 2016-09-01T17:45:17
positive, 2016-09-01T17:45:17
neutral, 2016-09-01T17:45:18
neutral, 2016-09-01T17:45:28
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
neutral, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:30
positive, 2016-09-01T17:45:34
positive, 2016-09-01T17:45:38
neutral, 2016-09-01T17:45:40
neutral, 2016-09-01T17:45:42
neutral, 2016-09-01T17:45:46
positive, 2016-09-01T17:45:47
positive, 2016-09-01T17:45:53
positive, 2016-09-01T17:45:53
neutral, 2016-09-01T17:46:00
neutral, 2016-09-01T17:46:01
neutral, 2016-09-01T17:46:01
positive, 2016-09-01T17:46:13
neutral, 2016-09-01T17:46:26
neutral, 2016-09-01T17:46:26
neutral, 2016-09-01T17:46:26
neutral, 2016-09-01T17:46:27
positive, 2016-09-01T17:46:28
neutral, 2016-09-01T17:46:30
positive, 2016-09-01T17:46:30
positive, 2016-09-01T17:46:33
positive, 2016-09-01T17:46:37
negative, 2016-09-01T17:46:37
positive, 2016-09-01T17:46:44
positive, 2016-09-01T17:46:45
neutral, 2016-09-01T17:46:46
positive, 2016-09-01T17:46:46
neutral, 2016-09-01T17:46:46
neutral, 2016-09-01T17:46:47
neutral, 2016-09-01T17:46:47
positive, 2016-09-01T17:46:48
neutral, 2016-09-01T17:46:48
neutral, 2016-09-01T17:46:48
neutral, 2016-09-01T17:46:49
neutral, 2016-09-01T17:46:50
neutral, 2016-09-01T17:46:51
neutral, 2016-09-01T17:46:52
neutral, 2016-09-01T17:46:52
neutral, 2016-09-01T17:46:53
neutral, 2016-09-01T17:46:53
neutral, 2016-09-01T17:46:54
neutral, 2016-09-01T17:46:58
neutral, 2016-09-01T17:46:59
neutral, 2016-09-01T17:46:59
positive, 2016-09-01T17:46:59
neutral, 2016-09-01T17:47:00
neutral, 2016-09-01T17:47:00
neutral, 2016-09-01T17:47:01
neutral, 2016-09-01T17:47:03
neutral, 2016-09-01T17:47:03
neutral, 2016-09-01T17:47:06
neutral, 2016-09-01T17:47:07
neutral, 2016-09-01T17:47:08
neutral, 2016-09-01T17:47:10
positive, 2016-09-01T17:47:11
neutral, 2016-09-01T17:47:13
positive, 2016-09-01T17:47:14
positive, 2016-09-01T17:47:15
neutral, 2016-09-01T17:47:20
negative, 2016-09-01T17:47:25
neutral, 2016-09-01T17:47:31
positive, 2016-09-01T17:47:42
neutral, 2016-09-01T17:47:44
neutral, 2016-09-01T17:47:46
negative, 2016-09-01T17:47:49
neutral, 2016-09-01T17:47:54
neutral, 2016-09-01T17:48:04
neutral, 2016-09-01T17:48:05
neutral, 2016-09-01T17:48:06
positive, 2016-09-01T17:48:10
positive, 2016-09-01T17:48:13
negative, 2016-09-01T17:48:13
neutral, 2016-09-01T17:48:15
neutral, 2016-09-01T17:48:15
positive, 2016-09-01T17:48:16
neutral, 2016-09-01T17:48:16
neutral, 2016-09-01T17:48:16
neutral, 2016-09-01T17:48:17
positive, 2016-09-01T17:48:17
neutral, 2016-09-01T17:48:18
neutral, 2016-09-01T17:48:20
neutral, 2016-09-01T17:48:21
neutral, 2016-09-01T17:48:23
neutral, 2016-09-01T17:48:24
positive, 2016-09-01T17:48:27
neutral, 2016-09-01T17:48:28
neutral, 2016-09-01T17:48:28
neutral, 2016-09-01T17:48:29
neutral, 2016-09-01T17:48:31
neutral, 2016-09-01T17:48:36
neutral, 2016-09-01T17:48:39
neutral, 2016-09-01T17:48:41
positive, 2016-09-01T17:48:51
neutral, 2016-09-01T17:48:55
neutral, 2016-09-01T17:48:57
positive, 2016-09-01T17:49:00
neutral, 2016-09-01T17:49:04
neutral, 2016-09-01T17:49:05
neutral, 2016-09-01T17:49:11
neutral, 2016-09-01T17:49:16
neutral, 2016-09-01T17:49:22
neutral, 2016-09-01T17:49:22
neutral, 2016-09-01T17:49:23
neutral, 2016-09-01T17:49:26
positive, 2016-09-01T17:49:31
positive, 2016-09-01T17:49:32
positive, 2016-09-01T17:49:32
positive, 2016-09-01T17:49:33
positive, 2016-09-01T17:49:33
neutral, 2016-09-01T17:49:34
neutral, 2016-09-01T17:49:34
neutral, 2016-09-01T17:49:34
positive, 2016-09-01T17:49:34
neutral, 2016-09-01T17:49:40
neutral, 2016-09-01T17:49:50
neutral, 2016-09-01T17:49:57
neutral, 2016-09-01T17:49:57
neutral, 2016-09-01T17:49:59
neutral, 2016-09-01T17:50:00
positive, 2016-09-01T17:50:04
positive, 2016-09-01T17:50:05
neutral, 2016-09-01T17:50:07
positive, 2016-09-01T17:50:09
neutral, 2016-09-01T17:50:09
neutral, 2016-09-01T17:50:09
neutral, 2016-09-01T17:50:10
positive, 2016-09-01T17:50:12
positive, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:20
neutral, 2016-09-01T17:50:22
positive, 2016-09-01T17:50:27
positive, 2016-09-01T17:50:27
neutral, 2016-09-01T17:50:29
neutral, 2016-09-01T17:50:33
neutral, 2016-09-01T17:50:35
neutral, 2016-09-01T17:50:44
positive, 2016-09-01T17:50:48
positive, 2016-09-01T17:50:50
neutral, 2016-09-01T17:50:53
neutral, 2016-09-01T17:50:56
neutral, 2016-09-01T17:50:56
neutral, 2016-09-01T17:50:57
neutral, 2016-09-01T17:51:02
neutral, 2016-09-01T17:51:04
positive, 2016-09-01T17:51:09
neutral, 2016-09-01T17:51:12
neutral, 2016-09-01T17:51:13
neutral, 2016-09-01T17:51:25
positive, 2016-09-01T17:51:31
neutral, 2016-09-01T17:51:31
negative, 2016-09-01T17:51:38
neutral, 2016-09-01T17:51:46
neutral, 2016-09-01T17:51:54
neutral, 2016-09-01T17:52:01
positive, 2016-09-01T17:52:03
neutral, 2016-09-01T17:52:03
neutral, 2016-09-01T17:52:04
neutral, 2016-09-01T17:52:05
neutral, 2016-09-01T17:52:05
neutral, 2016-09-01T17:52:05
neutral, 2016-09-01T17:52:06
positive, 2016-09-01T17:52:15
neutral, 2016-09-01T17:52:20
positive, 2016-09-01T17:52:21
positive, 2016-09-01T17:52:22
positive, 2016-09-01T17:52:32
neutral, 2016-09-01T17:52:36
neutral, 2016-09-01T17:52:37
neutral, 2016-09-01T17:52:40
negative, 2016-09-01T17:52:52
positive, 2016-09-01T17:52:52
neutral, 2016-09-01T17:52:53
neutral, 2016-09-01T17:52:54
neutral, 2016-09-01T17:52:57
negative, 2016-09-01T17:52:59
positive, 2016-09-01T17:52:59
positive, 2016-09-01T17:53:00
neutral, 2016-09-01T17:53:00
neutral, 2016-09-01T17:53:02
neutral, 2016-09-01T17:53:03
neutral, 2016-09-01T17:53:03
neutral, 2016-09-01T17:53:03
neutral, 2016-09-01T17:53:04
neutral, 2016-09-01T17:53:09
neutral, 2016-09-01T17:53:10
neutral, 2016-09-01T17:53:10
neutral, 2016-09-01T17:53:11
negative, 2016-09-01T17:53:11
neutral, 2016-09-01T17:53:11
positive, 2016-09-01T17:53:28
positive, 2016-09-01T17:53:29
positive, 2016-09-01T17:53:29
neutral, 2016-09-01T17:53:31
neutral, 2016-09-01T17:53:31
positive, 2016-09-01T17:53:33
positive, 2016-09-01T17:53:35
neutral, 2016-09-01T17:53:35
negative, 2016-09-01T17:53:37
positive, 2016-09-01T17:53:37
neutral, 2016-09-01T17:53:37
neutral, 2016-09-01T17:53:39
neutral, 2016-09-01T17:53:39
neutral, 2016-09-01T17:53:40
neutral, 2016-09-01T17:53:41
neutral, 2016-09-01T17:53:41
neutral, 2016-09-01T17:53:43
positive, 2016-09-01T17:53:44
positive, 2016-09-01T17:53:51
negative, 2016-09-01T17:53:54
neutral, 2016-09-01T17:54:01
positive, 2016-09-01T17:54:14
neutral, 2016-09-01T17:54:25
positive, 2016-09-01T17:54:31
neutral, 2016-09-01T17:54:31
neutral, 2016-09-01T17:54:32
positive, 2016-09-01T17:54:39
neutral, 2016-09-01T17:54:49
negative, 2016-09-01T17:54:55
neutral, 2016-09-01T17:54:57
neutral, 2016-09-01T17:55:06
positive, 2016-09-01T17:55:06
positive, 2016-09-01T17:55:07
neutral, 2016-09-01T17:55:08
neutral, 2016-09-01T17:55:08
positive, 2016-09-01T17:55:10
neutral, 2016-09-01T17:55:21
positive, 2016-09-01T17:55:24
positive, 2016-09-01T17:55:25
neutral, 2016-09-01T17:55:35
neutral, 2016-09-01T17:55:37
neutral, 2016-09-01T17:55:38
neutral, 2016-09-01T17:55:39
neutral, 2016-09-01T17:55:46
positive, 2016-09-01T17:56:00
neutral, 2016-09-01T17:56:03
neutral, 2016-09-01T17:56:04
neutral, 2016-09-01T17:56:05
neutral, 2016-09-01T17:56:06
positive, 2016-09-01T17:56:07
neutral, 2016-09-01T17:56:12
positive, 2016-09-01T17:56:21
neutral, 2016-09-01T17:56:23
neutral, 2016-09-01T17:56:25
neutral, 2016-09-01T17:56:28
neutral, 2016-09-01T17:56:29
neutral, 2016-09-01T17:56:30
neutral, 2016-09-01T17:56:36
neutral, 2016-09-01T17:56:40
positive, 2016-09-01T17:56:44
neutral, 2016-09-01T17:56:57
neutral, 2016-09-01T17:57:01
positive, 2016-09-01T17:57:01
neutral, 2016-09-01T17:57:02
neutral, 2016-09-01T17:57:03
neutral, 2016-09-01T17:57:03
neutral, 2016-09-01T17:57:03
neutral, 2016-09-01T17:57:03
neutral, 2016-09-01T17:57:03
neutral, 2016-09-01T17:57:04
positive, 2016-09-01T17:57:06
negative, 2016-09-01T17:57:07
positive, 2016-09-01T17:57:13
positive, 2016-09-01T17:57:21
positive, 2016-09-01T17:57:21
positive, 2016-09-01T17:57:22
neutral, 2016-09-01T17:57:29
neutral, 2016-09-01T17:57:44
positive, 2016-09-01T17:57:49
neutral, 2016-09-01T17:58:01
positive, 2016-09-01T17:58:03
neutral, 2016-09-01T17:58:05
neutral, 2016-09-01T17:58:07
neutral, 2016-09-01T17:58:08
neutral, 2016-09-01T17:58:12
negative, 2016-09-01T17:58:13
neutral, 2016-09-01T17:58:16
neutral, 2016-09-01T17:58:20
neutral, 2016-09-01T17:58:21
positive, 2016-09-01T17:58:23
positive, 2016-09-01T17:58:28
negative, 2016-09-01T17:58:31
neutral, 2016-09-01T17:58:42
neutral, 2016-09-01T17:58:46
neutral, 2016-09-01T17:58:51
neutral, 2016-09-01T17:58:51
neutral, 2016-09-01T17:58:52
neutral, 2016-09-01T17:59:02
neutral, 2016-09-01T17:59:03
neutral, 2016-09-01T17:59:05
positive, 2016-09-01T17:59:05
neutral, 2016-09-01T17:59:06
neutral, 2016-09-01T17:59:08
neutral, 2016-09-01T17:59:19
positive, 2016-09-01T17:59:21
negative, 2016-09-01T17:59:21
positive, 2016-09-01T17:59:23
neutral, 2016-09-01T17:59:28
neutral, 2016-09-01T17:59:40
positive, 2016-09-01T17:59:53
positive, 2016-09-01T18:00:00
positive, 2016-09-01T18:00:00
neutral, 2016-09-01T18:00:00
positive, 2016-09-01T18:00:02
neutral, 2016-09-01T18:00:01
neutral, 2016-09-01T18:00:02
positive, 2016-09-01T18:00:02
neutral, 2016-09-01T18:00:02
positive, 2016-09-01T18:00:02
neutral, 2016-09-01T18:00:03
neutral, 2016-09-01T18:00:03
neutral, 2016-09-01T18:00:04
neutral, 2016-09-01T18:00:04
neutral, 2016-09-01T18:00:04
neutral, 2016-09-01T18:00:04
neutral, 2016-09-01T18:00:05
positive, 2016-09-01T18:00:05
positive, 2016-09-01T18:00:06
neutral, 2016-09-01T18:00:07
neutral, 2016-09-01T18:00:07
neutral, 2016-09-01T18:00:07
neutral, 2016-09-01T18:00:07
neutral, 2016-09-01T18:00:07
neutral, 2016-09-01T18:00:08
neutral, 2016-09-01T18:00:10
positive, 2016-09-01T18:00:11
neutral, 2016-09-01T18:00:12
neutral, 2016-09-01T18:00:12
positive, 2016-09-01T18:00:17
neutral, 2016-09-01T18:00:20
neutral, 2016-09-01T18:00:22
neutral, 2016-09-01T18:00:26
neutral, 2016-09-01T18:00:27
neutral, 2016-09-01T18:00:30
positive, 2016-09-01T18:00:31
neutral, 2016-09-01T18:00:31
positive, 2016-09-01T18:00:32
negative, 2016-09-01T18:00:37
neutral, 2016-09-01T18:00:38
neutral, 2016-09-01T18:00:38
positive, 2016-09-01T18:00:44
neutral, 2016-09-01T18:00:52
positive, 2016-09-01T18:00:53
neutral, 2016-09-01T18:00:55
positive, 2016-09-01T18:00:55
neutral, 2016-09-01T18:00:58
positive, 2016-09-01T18:00:59
neutral, 2016-09-01T18:01:01
negative, 2016-09-01T18:01:04
neutral, 2016-09-01T18:01:04
positive, 2016-09-01T18:01:06
positive, 2016-09-01T18:01:06
neutral, 2016-09-01T18:01:09
positive, 2016-09-01T18:01:12
neutral, 2016-09-01T18:01:14
positive, 2016-09-01T18:01:24
neutral, 2016-09-01T18:01:28
negative, 2016-09-01T18:01:30
neutral, 2016-09-01T18:01:32
neutral, 2016-09-01T18:01:33
neutral, 2016-09-01T18:01:33
positive, 2016-09-01T18:01:34
positive, 2016-09-01T18:01:39
positive, 2016-09-01T18:01:43
positive, 2016-09-01T18:01:44
positive, 2016-09-01T18:00:40
neutral, 2016-09-01T18:01:46
neutral, 2016-09-01T18:01:46
neutral, 2016-09-01T18:01:46
neutral, 2016-09-01T18:01:46
neutral, 2016-09-01T18:01:47
neutral, 2016-09-01T18:01:47
neutral, 2016-09-01T18:01:48
neutral, 2016-09-01T18:01:48
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:51
positive, 2016-09-01T18:01:52
positive, 2016-09-01T18:01:52
positive, 2016-09-01T18:01:52
positive, 2016-09-01T18:01:52
neutral, 2016-09-01T18:01:52
neutral, 2016-09-01T18:01:58
neutral, 2016-09-01T18:02:00
positive, 2016-09-01T18:02:02
neutral, 2016-09-01T18:02:05
neutral, 2016-09-01T18:02:12
neutral, 2016-09-01T18:02:17
neutral, 2016-09-01T18:02:18
neutral, 2016-09-01T18:02:20
neutral, 2016-09-01T18:02:21
neutral, 2016-09-01T18:02:21
positive, 2016-09-01T18:02:23
positive, 2016-09-01T18:02:27
neutral, 2016-09-01T18:02:31
positive, 2016-09-01T18:01:47
positive, 2016-09-01T18:02:37
positive, 2016-09-01T18:02:37
positive, 2016-09-01T18:02:38
positive, 2016-09-01T18:02:39
positive, 2016-09-01T18:02:45
negative, 2016-09-01T18:02:46
neutral, 2016-09-01T18:02:46
positive, 2016-09-01T18:02:56
neutral, 2016-09-01T18:03:03
positive, 2016-09-01T18:03:05
neutral, 2016-09-01T18:03:09
negative, 2016-09-01T18:03:11
positive, 2016-09-01T18:03:13
negative, 2016-09-01T18:03:17
neutral, 2016-09-01T18:03:24
neutral, 2016-09-01T18:03:25
neutral, 2016-09-01T18:03:25
neutral, 2016-09-01T18:03:29
neutral, 2016-09-01T18:03:35
neutral, 2016-09-01T18:03:35
positive, 2016-09-01T18:03:37
positive, 2016-09-01T18:03:46
neutral, 2016-09-01T18:03:47
neutral, 2016-09-01T18:03:55
neutral, 2016-09-01T18:03:56
positive, 2016-09-01T18:04:00
neutral, 2016-09-01T18:04:02
neutral, 2016-09-01T18:04:07
neutral, 2016-09-01T18:04:09
neutral, 2016-09-01T18:04:11
positive, 2016-09-01T18:04:12
positive, 2016-09-01T18:04:17
positive, 2016-09-01T18:04:20
positive, 2016-09-01T18:04:22
positive, 2016-09-01T18:04:24
neutral, 2016-09-01T18:04:24
neutral, 2016-09-01T18:04:25
neutral, 2016-09-01T18:04:27
positive, 2016-09-01T18:04:33
neutral, 2016-09-01T18:04:33
positive, 2016-09-01T18:04:36
neutral, 2016-09-01T18:04:36
neutral, 2016-09-01T18:04:37
neutral, 2016-09-01T18:04:38
neutral, 2016-09-01T18:04:38
positive, 2016-09-01T18:04:40
neutral, 2016-09-01T18:04:42
neutral, 2016-09-01T18:04:44
negative, 2016-09-01T18:04:45
neutral, 2016-09-01T18:04:50
negative, 2016-09-01T18:04:52
neutral, 2016-09-01T18:04:56
neutral, 2016-09-01T18:05:01
neutral, 2016-09-01T18:05:01
positive, 2016-09-01T18:05:03
positive, 2016-09-01T18:05:04
positive, 2016-09-01T18:05:06
negative, 2016-09-01T18:05:07
neutral, 2016-09-01T18:05:07
neutral, 2016-09-01T18:05:11
neutral, 2016-09-01T18:05:11
neutral, 2016-09-01T18:05:11
neutral, 2016-09-01T18:05:11
positive, 2016-09-01T18:05:12
positive, 2016-09-01T18:05:12
positive, 2016-09-01T18:05:12
neutral, 2016-09-01T18:05:12
neutral, 2016-09-01T18:05:12
neutral, 2016-09-01T18:05:13
neutral, 2016-09-01T18:05:13
neutral, 2016-09-01T18:05:15
positive, 2016-09-01T18:05:19
positive, 2016-09-01T18:05:25
neutral, 2016-09-01T18:05:25
positive, 2016-09-01T18:05:26
positive, 2016-09-01T18:05:26
positive, 2016-09-01T18:05:30
neutral, 2016-09-01T18:05:33
neutral, 2016-09-01T18:05:33
neutral, 2016-09-01T18:05:34
neutral, 2016-09-01T18:05:33
neutral, 2016-09-01T18:05:37
neutral, 2016-09-01T18:05:39
positive, 2016-09-01T18:05:39
neutral, 2016-09-01T18:05:46
positive, 2016-09-01T18:05:47
neutral, 2016-09-01T18:05:53
negative, 2016-09-01T18:06:01
negative, 2016-09-01T18:06:01
positive, 2016-09-01T18:06:02
positive, 2016-09-01T18:06:08
positive, 2016-09-01T18:06:08
positive, 2016-09-01T18:06:09
neutral, 2016-09-01T18:06:09
neutral, 2016-09-01T18:06:13
neutral, 2016-09-01T18:06:29
positive, 2016-09-01T18:06:34
neutral, 2016-09-01T18:06:38
neutral, 2016-09-01T18:06:39
neutral, 2016-09-01T18:06:41
neutral, 2016-09-01T18:06:43
neutral, 2016-09-01T18:06:43
neutral, 2016-09-01T18:06:44
positive, 2016-09-01T18:06:46
positive, 2016-09-01T18:06:47
neutral, 2016-09-01T18:06:48
neutral, 2016-09-01T18:06:50
neutral, 2016-09-01T18:06:50
neutral, 2016-09-01T18:06:51
positive, 2016-09-01T18:06:51
neutral, 2016-09-01T18:06:52
neutral, 2016-09-01T18:06:54
positive, 2016-09-01T18:07:05
neutral, 2016-09-01T18:07:09
neutral, 2016-09-01T18:07:11
positive, 2016-09-01T18:07:11
neutral, 2016-09-01T18:07:14
neutral, 2016-09-01T18:07:15
neutral, 2016-09-01T18:07:17
neutral, 2016-09-01T18:07:18
neutral, 2016-09-01T18:07:19
positive, 2016-09-01T18:07:22
negative, 2016-09-01T18:07:22
neutral, 2016-09-01T18:07:22
neutral, 2016-09-01T18:07:23
neutral, 2016-09-01T18:07:27
negative, 2016-09-01T18:07:30
neutral, 2016-09-01T18:07:36
positive, 2016-09-01T18:07:37
neutral, 2016-09-01T18:07:48
positive, 2016-09-01T18:07:48
neutral, 2016-09-01T18:07:52
